DBN,School Name,borough,district,school_indentifier,Latitude,Longitude,geometry
10X445,The Bronx High School of Science,Bronx,10,445,40.879958,-73.889011,POINT (-8225287.079700001 4994651.5876)
10X477,Marble Hill High School for International Studies,Bronx,10,477,40.877379,-73.912686,POINT (-8227922.568700001 4994271.8838)
10X524,Crotona International High School,Bronx,10,524,40.855392,-73.882487,POINT (-8224560.8314 4991035.358499996)
10X546,Bronx Theatre High School,Bronx,10,546,40.877379,-73.912686,POINT (-8227922.568700001 4994271.8838)
10X549,Discovery High School,Bronx,10,549,40.869061,-73.897066,POINT (-8226183.758199999 4993047.3330999985)
10X565,High School for Energy and Technology,Bronx,10,565,40.855392,-73.882487,POINT (-8224560.8314 4991035.358499996)
10X696,High School of American Studies at Lehman College,Bronx,10,696,40.874725,-73.895543,POINT (-8226014.218699999 4993881.153300002)
11X249,Bronx Health Sciences High School,Bronx,11,249,40.874035,-73.831669,POINT (-8218903.797499999 4993779.571800001)
11X265,Bronx Lab School,Bronx,11,265,40.875172,-73.861649,POINT (-8222241.1558 4993946.961000003)
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Bronx,11,270,40.888242,-73.852714,POINT (-8221246.5162 4995871.333400004)
11X275,High School of Computers and Technology,Bronx,11,275,40.875172,-73.861649,POINT (-8222241.1558 4993946.961000003)
11X288,Collegiate Institute for Math and Science,Bronx,11,288,40.860443,-73.860729,POINT (-8222138.741900001 4991778.779600002)
11X290,Bronx Academy of Health Careers,Bronx,11,290,40.875172,-73.861649,POINT (-8222241.1558 4993946.961000003)
11X299,Astor Collegiate Academy,Bronx,11,299,40.860443,-73.860729,POINT (-8222138.741900001 4991778.779600002)
11X418,Bronx High School for the Visual Arts,Bronx,11,418,40.851577,-73.864438,POINT (-8222551.6259 4990473.893100001)
11X455,Harry S Truman High School,Bronx,11,455,40.874035,-73.831669,POINT (-8218903.797499999 4993779.571800001)
11X508,Bronxdale High School,Bronx,11,508,40.860443,-73.860729,POINT (-8222138.741900001 4991778.779600002)
11X509,High School of Language and Innovation,Bronx,11,509,40.860443,-73.860729,POINT (-8222138.741900001 4991778.779600002)
11X513,New World High School,Bronx,11,513,40.888242,-73.852714,POINT (-8221246.5162 4995871.333400004)
11X514,The Bronxwood Preparatory Academy,Bronx,11,514,40.888242,-73.852714,POINT (-8221246.5162 4995871.333400004)
11X542,Pelham Preparatory Academy,Bronx,11,542,40.860443,-73.860729,POINT (-8222138.741900001 4991778.779600002)
11X544,High School for Contemporary Arts,Bronx,11,544,40.875172,-73.861649,POINT (-8222241.1558 4993946.961000003)
11X545,Bronx Aerospace High School,Bronx,11,545,40.875172,-73.861649,POINT (-8222241.1558 4993946.961000003)
12X242,Mott Hall V,Bronx,12,242,40.832508,-73.878191,POINT (-8224082.6028 4987667.933799997)
12X248,"Metropolitan High School, The",Bronx,12,248,40.827539,-73.896925,POINT (-8226168.0622000005 4986936.8895)
12X251,Explorations Academy H.S.,Bronx,12,251,40.836245,-73.890591,POINT (-8225462.964500001 4988217.761200003)
12X267,Bronx Latin,Bronx,12,267,40.826933,-73.900593,POINT (-8226576.382099999 4986847.737899996)
12X271,East Bronx Academy for the Future,Bronx,12,271,40.836821,-73.887688,POINT (-8225139.804099999 4988302.511200003)
12X388,Pan American International High School at Monroe,Bronx,12,388,40.832508,-73.878191,POINT (-8224082.6028 4987667.933799997)
12X478,The Cinema School,Bronx,12,478,40.832508,-73.878191,POINT (-8224082.6028 4987667.933799997)
12X479,Bronx Career and College Preparatory High School,Bronx,12,479,40.826933,-73.900593,POINT (-8226576.382099999 4986847.737899996)
12X511,Bronx Envision Academy,Bronx,12,511,40.836245,-73.890591,POINT (-8225462.964500001 4988217.761200003)
12X521,The Metropolitan Soundview High School,Bronx,12,521,40.832508,-73.878191,POINT (-8224082.6028 4987667.933799997)
12X550,High School of World Cultures,Bronx,12,550,40.832508,-73.878191,POINT (-8224082.6028 4987667.933799997)
12X641,Bard High School Early College Bronx,Bronx,12,641,40.836245,-73.890591,POINT (-8225462.964500001 4988217.761200003)
12X682,Fannie Lou Hamer Freedom High School,Bronx,12,682,40.831212,-73.885804,POINT (-8224930.0781 4987477.2597)
12X684,Wings Academy,Bronx,12,684,40.841376,-73.875262,POINT (-8223756.5481 4988972.739100002)
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,13,265,40.697177,-73.976104,POINT (-8234982.2282 4967777.428099997)
13K350,Urban Assembly School of Music and Art,Brooklyn,13,350,40.69733,-73.984528,POINT (-8235919.9835 4967799.892700002)
13K412,Brooklyn Community Arts & Media High School (BCAM),Brooklyn,13,412,40.692015,-73.95818,POINT (-8232986.9376 4967019.5352)
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",Brooklyn,13,419,40.69733,-73.984528,POINT (-8235919.9835 4967799.892700002)
13K430,Brooklyn Technical High School,Brooklyn,13,430,40.688896,-73.976435,POINT (-8235019.074899999 4966561.627300002)
13K439,Brooklyn International High School,Brooklyn,13,439,40.69733,-73.984528,POINT (-8235919.9835 4967799.892700002)
13K483,The Urban Assembly School for Law and Justice,Brooklyn,13,483,40.694629,-73.988323,POINT (-8236342.441 4967403.319399998)
13K527,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,13,527,40.694629,-73.988323,POINT (-8236342.441 4967403.319399998)
13K594,Gotham Professional Arts Academy,Brooklyn,13,594,40.678591,-73.961636,POINT (-8233371.6578 4965048.877499998)
13K595,Bedford Academy High School,Brooklyn,13,595,40.685486,-73.953692,POINT (-8232487.3357 4966061.021399997)
13K605,George Westinghouse Career and Technical Education High School,Brooklyn,13,605,40.695444,-73.986105,POINT (-8236095.534399999 4967522.979800001)
13K670,Benjamin Banneker Academy,Brooklyn,13,670,40.695389,-73.968759,POINT (-8234164.5865 4967514.9045)
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",Brooklyn,13,674,40.695444,-73.986105,POINT (-8236095.534399999 4967522.979800001)
13K963,Design Works High School,Brooklyn,13,963,40.682163,-73.973492,POINT (-8234691.4616 4965573.212200001)
14K071,Juan Morel Campos Secondary School,Brooklyn,14,71,40.703996,-73.953304,POINT (-8232444.1438 4968778.694300003)
14K449,"Brooklyn Latin School, The",Brooklyn,14,449,40.709765,-73.944463,POINT (-8231459.9681 4969625.864100002)
14K454,The Williamsburg High School of Art and Technology,Brooklyn,14,454,40.709765,-73.944463,POINT (-8231459.9681 4969625.864100002)
14K474,PROGRESS High School for Professional Careers,Brooklyn,14,474,40.711134,-73.938921,POINT (-8230843.035499999 4969826.910599999)
14K477,East Williamsburg Scholars Academy,Brooklyn,14,477,40.711134,-73.938921,POINT (-8230843.035499999 4969826.910599999)
14K478,"The High School for Enterprise, Business and Technology",Brooklyn,14,478,40.711134,-73.938921,POINT (-8230843.035499999 4969826.910599999)
14K488,Brooklyn Preparatory High School,Brooklyn,14,488,40.715561,-73.954815,POINT (-8232612.3475 4970477.072700001)
14K558,Williamsburg High School for Architecture and Design,Brooklyn,14,558,40.715561,-73.954815,POINT (-8232612.3475 4970477.072700001)
14K561,Williamsburg Preparatory School,Brooklyn,14,561,40.715561,-73.954815,POINT (-8232612.3475 4970477.072700001)
14K586,Lyons Community School,Brooklyn,14,586,40.709765,-73.944463,POINT (-8231459.9681 4969625.864100002)
14K610,A-Tech High School,Brooklyn,14,610,40.721448,-73.953328,POINT (-8232446.815400001 4971341.721500002)
14K614,Young Women's Leadership School of Brooklyn,Brooklyn,14,614,40.705005,-73.93879,POINT (-8230828.4527 4968926.859300002)
14K685,El Puente Academy for Peace and Justice,Brooklyn,14,685,40.70554,-73.955741,POINT (-8232715.429400001 4969005.421400003)
15K429,Digital Arts and Cinema Technology High School,Brooklyn,15,429,40.685006,-73.993293,POINT (-8236895.698899999 4965990.556999996)
15K448,Brooklyn Collaborative Studies,Brooklyn,15,448,40.679462,-74.002022,POINT (-8237867.4067 4965176.729199998)
15K462,John Jay School for Law,Brooklyn,15,462,40.669255,-73.97858,POINT (-8235257.8552 4963678.5766)
15K463,Cyberarts Studio Academy,Brooklyn,15,463,40.669255,-73.97858,POINT (-8235257.8552 4963678.5766)
15K464,Park Slope Collegiate,Brooklyn,15,464,40.669255,-73.97858,POINT (-8235257.8552 4963678.5766)
15K497,The Boerum Hill School for International Studies,Brooklyn,15,497,40.685006,-73.993293,POINT (-8236895.698899999 4965990.556999996)
15K519,Cobble Hill School of American Studies,Brooklyn,15,519,40.684869,-73.990884,POINT (-8236627.530200001 4965970.445299998)
15K592,Khalil Gibran International Academy,Brooklyn,15,592,40.686147,-73.979829,POINT (-8235396.893300001 4966158.057700001)
15K656,Brooklyn High School of the Arts,Brooklyn,15,656,40.683951,-73.980266,POINT (-8235445.539899999 4965835.683700003)
15K667,Sunset Park High School,Brooklyn,15,667,40.655583,-74.004342,POINT (-8238125.6679 4961672.200999998)
15K684,Millennium Brooklyn HS,Brooklyn,15,684,40.669255,-73.97858,POINT (-8235257.8552 4963678.5766)
16K455,Boys and Girls High School,Brooklyn,16,455,40.678478,-73.931604,POINT (-8230028.5108 4965032.2907000035)
16K498,Brooklyn High School for Law and Technology,Brooklyn,16,498,40.688399,-73.920603,POINT (-8228803.8851 4966488.6635000035)
16K688,The Brooklyn Academy of Global Finance,Brooklyn,16,688,40.691467,-73.932254,POINT (-8230100.8685 4966939.080499999)
16K765,Nelson Mandela High School,Brooklyn,16,765,40.678478,-73.931604,POINT (-8230028.5108 4965032.2907000035)
17K122,Pathways in Technology Early College High School (P-Tech),Brooklyn,17,122,40.675905,-73.939282,POINT (-8230883.221899999 4964654.6175)
17K382,Academy for College Preparation and Career Exploration: A College Board School,Brooklyn,17,382,40.649602,-73.957173,POINT (-8232874.8389 4960794.614299998)
17K408,Academy of Hospitality and Tourism,Brooklyn,17,408,40.649602,-73.957173,POINT (-8232874.8389 4960794.614299998)
17K524,International High School at Prospect Heights,Brooklyn,17,524,40.669805,-73.960689,POINT (-8233266.2382 4963759.298100002)
17K528,The High School for Global Citizenship,Brooklyn,17,528,40.669805,-73.960689,POINT (-8233266.2382 4963759.298100002)
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,17,537,40.649602,-73.957173,POINT (-8232874.8389 4960794.614299998)
17K539,High School for Service & Learning at Erasmus,Brooklyn,17,539,40.649602,-73.957173,POINT (-8232874.8389 4960794.614299998)
17K543,"Science, Technology and Research Early College High School at Erasmus",Brooklyn,17,543,40.649602,-73.957173,POINT (-8232874.8389 4960794.614299998)
17K546,High School for Public Service: Heroes of Tomorrow,Brooklyn,17,546,40.658671,-73.943839,POINT (-8231390.504799999 4962125.331200004)
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,17,547,40.669805,-73.960689,POINT (-8233266.2382 4963759.298100002)
17K548,Brooklyn School for Music & Theatre,Brooklyn,17,548,40.669805,-73.960689,POINT (-8233266.2382 4963759.298100002)
17K590,Medgar Evers College Preparatory School,Brooklyn,17,590,40.66679,-73.951823,POINT (-8232279.2796 4963316.805699997)
17K600,Clara Barton High School,Brooklyn,17,600,40.669805,-73.960689,POINT (-8233266.2382 4963759.298100002)
17K745,Brooklyn Institute for Liberal Arts,Brooklyn,17,745,40.658671,-73.943839,POINT (-8231390.504799999 4962125.331200004)
17K751,Academy for Health Careers,Brooklyn,17,751,40.675905,-73.939282,POINT (-8230883.221899999 4964654.6175)
18K563,It Takes a Village Academy,Brooklyn,18,563,40.647728,-73.922212,POINT (-8228982.998199999 4960519.6602)
18K566,Brooklyn Community High School for Excellence and Equity,Brooklyn,18,566,40.634451,-73.916927,POINT (-8228394.6746 4958571.873800002)
18K567,Brooklyn Theatre Arts High School,Brooklyn,18,567,40.634451,-73.916927,POINT (-8228394.6746 4958571.873800002)
18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,18,569,40.647728,-73.922212,POINT (-8228982.998199999 4960519.6602)
18K576,Victory Collegiate High School,Brooklyn,18,576,40.634451,-73.916927,POINT (-8228394.6746 4958571.873800002)
18K617,High School for Innovation in Advertising and Media,Brooklyn,18,617,40.640543,-73.898601,POINT (-8226354.6337 4959465.545299999)
18K629,Cultural Academy for the Arts and Sciences,Brooklyn,18,629,40.647728,-73.922212,POINT (-8228982.998199999 4960519.6602)
18K633,High School for Medical Professions,Brooklyn,18,633,40.640543,-73.898601,POINT (-8226354.6337 4959465.545299999)
18K637,Academy for Conservation and the Environment,Brooklyn,18,637,40.634451,-73.916927,POINT (-8228394.6746 4958571.873800002)
18K642,Urban Action Academy,Brooklyn,18,642,40.640543,-73.898601,POINT (-8226354.6337 4959465.545299999)
19K404,Academy for Young Writers,Brooklyn,19,404,40.657266,-73.874064,POINT (-8223623.1873 4961919.1602)
19K409,East New York Family Academy,Brooklyn,19,409,40.661102,-73.886668,POINT (-8225026.258199999 4962482.068599999)
19K422,Spring Creek Community School,Brooklyn,19,422,40.657266,-73.874064,POINT (-8223623.1873 4961919.1602)
19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,Brooklyn,19,502,40.666868,-73.895122,POINT (-8225967.3531 4963328.252999999)
19K507,Performing Arts and Technology High School,Brooklyn,19,507,40.666868,-73.895122,POINT (-8225967.3531 4963328.252999999)
19K510,World Academy for Total Community Health High School,Brooklyn,19,510,40.666868,-73.895122,POINT (-8225967.3531 4963328.252999999)
19K583,Multicultural High School,Brooklyn,19,583,40.693002,-73.869305,POINT (-8223093.4179 4967164.443599999)
19K615,Transit Tech Career and Technical Education High School,Brooklyn,19,615,40.67878,-73.875328,POINT (-8223763.895099999 4965076.620200001)
19K618,Academy of Innovative Technology,Brooklyn,19,618,40.693002,-73.869305,POINT (-8223093.4179 4967164.443599999)
19K639,Brooklyn Lab School,Brooklyn,19,639,40.693002,-73.869305,POINT (-8223093.4179 4967164.443599999)
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,19,659,40.693002,-73.869305,POINT (-8223093.4179 4967164.443599999)
19K660,W. H. Maxwell Career and Technical Education High School,Brooklyn,19,660,40.673766,-73.895976,POINT (-8226062.42 4964340.6592999995)
19K683,School for Classics High School,Brooklyn,19,683,40.67002,-73.874537,POINT (-8223675.841399999 4963790.853)
19K764,The Urban Assembly School for Collaborative Healthcare,Brooklyn,19,764,40.693002,-73.869305,POINT (-8223093.4179 4967164.443599999)
19K953,The East New York Arts and Civics High School,Brooklyn,19,953,40.659934,-73.885704,POINT (-8224918.9462 4962310.668700002)
19K965,Bard High School Early College Brooklyn,Brooklyn,19,965,40.671601,-73.893319,POINT (-8225766.644099999 4964022.8950999975)
20K445,New Utrecht High School,Brooklyn,20,445,40.613041,-74.002308,POINT (-8237899.244100001 4955431.761100002)
20K485,High School of Telecommunication Arts and Technology,Brooklyn,20,485,40.636721,-74.023419,POINT (-8240249.309900001 4958904.864)
20K490,Fort Hamilton High School,Brooklyn,20,490,40.626827,-74.038103,POINT (-8241883.9253 4957453.579099998)
20K505,Franklin Delano Roosevelt High School,Brooklyn,20,505,40.621299,-73.982583,POINT (-8235703.4671 4956642.807300001)
20K609,Urban Assembly School for Leadership and Empowerment,Brooklyn,20,609,40.6351,-73.982424,POINT (-8235685.7673 4958667.075599998)
21K337,International High School at Lafayette,Brooklyn,21,337,40.593028,-73.986313,POINT (-8236118.6888 4952497.450199999)
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,21,344,40.582518,-73.972009,POINT (-8234526.3748 4950956.823100001)
21K348,High School of Sports Management,Brooklyn,21,348,40.593028,-73.986313,POINT (-8236118.6888 4952497.450199999)
21K410,Abraham Lincoln High School,Brooklyn,21,410,40.582627,-73.968733,POINT (-8234161.6921999995 4950972.799800001)
21K468,Kingsborough Early College School,Brooklyn,21,468,40.593028,-73.986313,POINT (-8236118.6888 4952497.450199999)
21K525,Edward R. Murrow High School,Brooklyn,21,525,40.619671,-73.959141,POINT (-8233093.9156 4956404.047200002)
21K540,John Dewey High School,Brooklyn,21,540,40.58807,-73.981925,POINT (-8235630.218900001 4951770.642700002)
21K559,Life Academy High School for Film and Music,Brooklyn,21,559,40.593028,-73.986313,POINT (-8236118.6888 4952497.450199999)
21K572,Leaders High School,Brooklyn,21,572,40.593028,-73.986313,POINT (-8236118.6888 4952497.450199999)
21K620,William E. Grady Career and Technical Education High School,Brooklyn,21,620,40.583263,-73.963764,POINT (-8233608.545600001 4951066.0222999975)
21K690,Brooklyn Studio Secondary School,Brooklyn,21,690,40.60498,-73.995084,POINT (-8237095.0721 4954249.749700002)
22K405,Midwood High School,Brooklyn,22,405,40.632829,-73.952356,POINT (-8232338.6129 4958333.946800001)
22K425,James Madison High School,Brooklyn,22,425,40.610499,-73.947661,POINT (-8231815.9679000005 4955059.003799997)
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,22,535,40.578356,-73.934449,POINT (-8230345.2148 4950346.7958)
22K555,Brooklyn College Academy,Brooklyn,22,555,40.649055,-73.972312,POINT (-8234560.104599999 4960714.3574)
22K611,Origins High School,Brooklyn,22,611,40.593157,-73.936635,POINT (-8230588.5592 4952516.361400001)
23K493,Brooklyn Collegiate: A College Board School,Brooklyn,23,493,40.674456,-73.912685,POINT (-8227922.4574 4964441.935000002)
23K514,Frederick Douglass Academy VII High School,Brooklyn,23,514,40.665568,-73.912102,POINT (-8227857.5581 4963137.466300003)
23K644,Eagle Academy for Young Men II,Brooklyn,23,644,40.678124,-73.915106,POINT (-8228191.9618999995 4964980.328599997)
23K697,Teachers Preparatory High School,Brooklyn,23,697,40.665568,-73.912102,POINT (-8227857.5581 4963137.466300003)
24Q236,International High School for Health Sciences,Queens,24,236,40.740824,-73.874129,POINT (-8223630.4231 4974188.097599998)
24Q264,Academy of Finance and Enterprise,Queens,24,264,40.744175,-73.937004,POINT (-8230629.6361 4974680.450800002)
24Q267,High School of Applied Communication,Queens,24,267,40.744175,-73.937004,POINT (-8230629.6361 4974680.450800002)
24Q293,Civic Leadership Academy,Queens,24,293,40.743228,-73.871505,POINT (-8223338.320699999 4974541.308200002)
24Q296,Pan American International High School,Queens,24,296,40.743228,-73.871505,POINT (-8223338.320699999 4974541.308200002)
24Q299,Bard High School Early College Queens,Queens,24,299,40.744175,-73.937004,POINT (-8230629.6361 4974680.450800002)
24Q455,Newtown High School,Queens,24,455,40.740824,-73.874129,POINT (-8223630.4231 4974188.097599998)
24Q485,Grover Cleveland High School,Queens,24,485,40.711881,-73.909202,POINT (-8227534.7316 4969936.614200003)
24Q520,Middle College High School at LaGuardia Community College,Queens,24,520,40.743253,-73.933316,POINT (-8230219.0898 4974544.981399998)
24Q530,International High School at LaGuardia Community College,Queens,24,530,40.743253,-73.933316,POINT (-8230219.0898 4974544.981399998)
24Q550,High School for Arts and Business,Queens,24,550,40.737673,-73.853412,POINT (-8221324.2172 4973725.152500004)
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Queens,24,560,40.742217,-73.936442,POINT (-8230567.0745 4974392.764300004)
24Q585,Maspeth High School,Queens,24,585,40.729104,-73.887909,POINT (-8225164.4057 4972466.305299997)
24Q600,Queens Technical High School,Queens,24,600,40.741658,-73.927995,POINT (-8229626.7588 4974310.632600002)
24Q610,Aviation Career & Technical Education High School,Queens,24,610,40.743309,-73.929577,POINT (-8229802.8662 4974553.209399998)
25Q240,Veritas Academy,Queens,25,240,40.764892,-73.826811,POINT (-8218363.0074000005 4977724.8935)
25Q241,Queens High School for Language Studies,Queens,25,241,40.764892,-73.826811,POINT (-8218363.0074000005 4977724.8935)
25Q252,"Queens School of Inquiry, The",Queens,25,252,40.724195,-73.80938,POINT (-8216422.5974 4971745.211300001)
25Q263,Flushing International High School,Queens,25,263,40.759963,-73.818399,POINT (-8217426.5879 4977000.472000003)
25Q281,East-West School of International Studies,Queens,25,281,40.74943,-73.821402,POINT (-8217760.8803 4975452.603500001)
25Q285,World Journalism Preparatory: A College Board School,Queens,25,285,40.764884,-73.789365,POINT (-8214194.537799999 4977723.717699997)
25Q425,John Bowne High School,Queens,25,425,40.737448,-73.823841,POINT (-8218032.388499999 4973692.096299998)
25Q460,Flushing High School,Queens,25,460,40.764892,-73.826811,POINT (-8218363.0074000005 4977724.8935)
25Q525,Townsend Harris High School,Queens,25,525,40.737038,-73.821532,POINT (-8217775.3518 4973631.8609)
25Q670,Robert F. Kennedy Community High School,Queens,25,670,40.72528,-73.811408,POINT (-8216648.3533 4971904.5847999975)
26Q315,Business Technology Early College High School,Queens,26,315,40.733888,-73.739726,POINT (-8208668.749600001 4973169.089000002)
26Q415,Benjamin N. Cardozo High School,Queens,26,415,40.752343,-73.757271,POINT (-8210621.85 4975880.656499997)
26Q430,Francis Lewis High School,Queens,26,430,40.740875,-73.795049,POINT (-8214827.2776999995 4974195.5907000005)
26Q435,Martin Van Buren High School,Queens,26,435,40.733888,-73.739726,POINT (-8208668.749600001 4973169.089000002)
26Q495,Bayside High School,Queens,26,495,40.771398,-73.781041,POINT (-8213267.9143 4978681.170999996)
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",Queens,26,566,40.744197,-73.728834,POINT (-8207456.2577 4974683.683300003)
27Q260,Frederick Douglass Academy VI High School,Queens,27,260,40.601537,-73.763995,POINT (-8211370.362299999 4953744.934500001)
27Q262,Channel View School for Research,Queens,27,262,40.586012,-73.825317,POINT (-8218196.6961 4951468.970399998)
27Q302,"Queens High School for Information, Research, and Technology",Queens,27,302,40.601537,-73.763995,POINT (-8211370.362299999 4953744.934500001)
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,27,308,40.670905,-73.845992,POINT (-8220498.226600001 4963920.743100002)
27Q309,Academy of Medical Technology: A College Board School,Queens,27,309,40.601537,-73.763995,POINT (-8211370.362299999 4953744.934500001)
27Q314,Epic High School - South,Queens,27,314,40.675021,-73.81673,POINT (-8217240.795600001 4964524.864500001)
27Q323,Scholars' Academy,Queens,27,323,40.584543,-73.825162,POINT (-8218179.4416000005 4951253.642499998)
27Q324,Rockaway Park High School for Environmental Sustainability,Queens,27,324,40.586012,-73.825317,POINT (-8218196.6961 4951468.970399998)
27Q334,Epic High School - North,Queens,27,334,40.693013,-73.829409,POINT (-8218652.215399999 4967166.058600001)
27Q351,Rockaway Collegiate High School,Queens,27,351,40.586012,-73.825317,POINT (-8218196.6961 4951468.970399998)
27Q400,August Martin High School,Queens,27,400,40.673949,-73.782684,POINT (-8213450.8122000005 4964367.519299999)
27Q475,Richmond Hill High School,Queens,27,475,40.695171,-73.833815,POINT (-8219142.689099999 4967482.897100002)
27Q480,John Adams High School,Queens,27,480,40.680065,-73.838616,POINT (-8219677.134 4965265.242899999)
27Q650,"High School for Construction Trades, Engineering and Architecture",Queens,27,650,40.689177,-73.841475,POINT (-8219995.396400001 4966602.8807)
28Q157,J.H.S. 157 Stephen A. Halsey,Queens,28,157,40.732348,-73.852879,POINT (-8221264.8839 4972942.853)
28Q167,Metropolitan Expeditionary Learning School,Queens,28,167,40.708431,-73.855543,POINT (-8221561.438999999 4969429.9614999965)
28Q284,York Early College Academy,Queens,28,284,40.69691,-73.786403,POINT (-8213864.8094 4967738.225299999)
28Q310,Queens Collegiate: A College Board School,Queens,28,310,40.714551,-73.798658,POINT (-8215229.0298 4970328.737300001)
28Q325,Hillside Arts & Letters Academy,Queens,28,325,40.714551,-73.798658,POINT (-8215229.0298 4970328.737300001)
28Q328,High School for Community Leadership,Queens,28,328,40.714551,-73.798658,POINT (-8215229.0298 4970328.737300001)
28Q350,Jamaica Gateway to the Sciences,Queens,28,350,40.714551,-73.798658,POINT (-8215229.0298 4970328.737300001)
28Q440,Forest Hills High School,Queens,28,440,40.730017,-73.843972,POINT (-8220273.361199999 4972600.423799999)
28Q505,Hillcrest High School,Queens,28,505,40.709461,-73.803001,POINT (-8215712.4903 4969581.220299996)
28Q620,Thomas A. Edison Career and Technical Education High School,Queens,28,620,40.716071,-73.799692,POINT (-8215344.134099999 4970551.9755000025)
28Q680,Queens Gateway to Health Sciences Secondary School,Queens,28,680,40.718027,-73.805923,POINT (-8216037.765900001 4970839.2553)
28Q686,Queens Metropolitan High School,Queens,28,686,40.708431,-73.855543,POINT (-8221561.438999999 4969429.9614999965)
28Q687,Queens High School for the Sciences at York College,Queens,28,687,40.700884,-73.798364,POINT (-8215196.301899999 4968321.731799997)
28Q690,High School for Law Enforcement and Public Safety,Queens,28,690,40.685838,-73.783438,POINT (-8213534.747099999 4966112.695699997)
28Q896,"Young Women's Leadership School, Queens",Queens,28,896,40.708409,-73.804166,POINT (-8215842.1775 4969426.730700001)
29Q243,Institute for Health Professions at Cambria Heights,Queens,29,243,40.698786,-73.74633,POINT (-8209403.9035 4968013.675999999)
29Q248,Queens Preparatory Academy,Queens,29,248,40.66903,-73.757744,POINT (-8210674.5041000005 4963645.554399997)
29Q259,Pathways College Preparatory School: A College Board School,Queens,29,259,40.705989,-73.752885,POINT (-8210133.602700001 4969071.355300002)
29Q265,Excelsior Preparatory High School,Queens,29,265,40.66903,-73.757744,POINT (-8210674.5041000005 4963645.554399997)
29Q272,George Washington Carver High School for the Sciences,Queens,29,272,40.66903,-73.757744,POINT (-8210674.5041000005 4963645.554399997)
29Q283,Preparatory Academy for Writers: A College Board School,Queens,29,283,40.66903,-73.757744,POINT (-8210674.5041000005 4963645.554399997)
29Q313,Benjamin Franklin High School for Finance & Information Technology,Queens,29,313,40.698786,-73.74633,POINT (-8209403.9035 4968013.675999999)
29Q326,Cambria Heights Academy,Queens,29,326,40.711857,-73.771196,POINT (-8212171.9739 4969933.089599997)
29Q327,Eagle Academy for Young Men III,Queens,29,327,40.69172,-73.778924,POINT (-8213032.251 4966976.224699996)
29Q492,"Mathematics, Science Research and Technology Magnet High School",Queens,29,492,40.698786,-73.74633,POINT (-8209403.9035 4968013.675999999)
29Q498,"Health, Arts, Robotics, and Technology High School",Queens,29,498,40.698786,-73.74633,POINT (-8209403.9035 4968013.675999999)
30Q258,Energy Tech High School,Queens,30,258,40.756471,-73.932628,POINT (-8230142.502 4976487.2808)
30Q286,"Young Women's Leadership School, Astoria",Queens,30,286,40.770769,-73.92383,POINT (-8229163.1131 4978588.714000002)
30Q301,Academy for Careers in Television and Film,Queens,30,301,40.742964,-73.959183,POINT (-8233098.591 4974502.519100003)
30Q367,Motion Picture Technical High School,Queens,30,367,40.749753,-73.915929,POINT (-8228283.5778 4975500.066)
30Q417,Gotham Tech High School,Queens,30,417,40.751838,-73.936592,POINT (-8230583.772399999 4975806.447499998)
30Q445,William Cullen Bryant High School,Queens,30,445,40.757072,-73.911165,POINT (-8227753.251700001 4976575.603)
30Q450,Long Island City High School,Queens,30,450,40.765881,-73.933907,POINT (-8230284.8796 4977870.254600003)
30Q501,Frank Sinatra School of the Arts High School,Queens,30,501,40.756099,-73.925182,POINT (-8229313.617000001 4976432.612499997)
30Q502,Information Technology High School,Queens,30,502,40.748502,-73.946488,POINT (-8231685.3901 4975316.241700001)
30Q555,ATLAS,Queens,30,555,40.751838,-73.936592,POINT (-8230583.772399999 4975806.447499998)
30Q575,Academy of American Studies,Queens,30,575,40.751839,-73.936596,POINT (-8230584.217700001 4975806.594499998)
30Q580,Baccalaureate School for Global Education,Queens,30,580,40.754975,-73.926977,POINT (-8229513.4355 4976267.433899999)
31R028,The Eagle Academy for Young Men of Staten Island,Staten Island,31,28,40.620443,-74.080695,POINT (-8246625.244999999 4956517.266800001)
31R047,CSI High School for International Studies,Staten Island,31,47,40.581958,-74.159343,POINT (-8255380.3003 4950874.741300002)
31R064,Gaynor McCown Expeditionary Learning School,Staten Island,31,64,40.581958,-74.159343,POINT (-8255380.3003 4950874.741300002)
31R080,The Michael J. Petrides School,Staten Island,31,80,40.607637,-74.105883,POINT (-8249429.1603 4954639.3386999965)
31R440,New Dorp High School,Staten Island,31,440,40.570909,-74.105878,POINT (-8249428.603700001 4949255.3785)
